text,label
Umeclidinium (umeclidinium) interacts with tiotropium,1
Xenazine (tetrabenazine) interacts with icosapent,0
Diltiazem (diltiazem (oral/injection)) interacts with halofantrine,1
Alendronate (alendronate) interacts with erdafitinib,1
Xyzal (levocetirizine) interacts with magnesium citrate,0
Quinidine (quinidine (oral/injection)) interacts with indomethacin (oral),0
Naprosyn (naproxen) interacts with ketorolac (oral/injection),0
Trastuzumab deruxtecan (fam-trastuzumab deruxtecan) interacts with baricitinib,1
Tizanidine (tizanidine) interacts with selexipag (oral/injection),0
Tecfidera (dimethyl fumarate) interacts with amikacin liposome,0
Alprazolam (alprazolam) interacts with ibrutinib,0
Insulin glargine interacts with gemifloxacin,1
Felodipine (felodipine) interacts with toripalimab-tpzi,0
Diacomit (stiripentol) interacts with ipilimumab,0
Pravastatin (pravastatin) interacts with diazepam (oral),0
Provenge (sipuleucel-T) interacts with ritlecitinib,1
Wilate (von Wille) interacts with ofatumumab,0
Tecartus (brexucabtagene autoleucel) interacts with levonorgestrel emergency contraceptive,0
Mirabegron (mirabegron) interacts with flavoxate,1
Primidone (primidone) interacts with apremilast,0
Indocin (indomethacin (oral)) interacts with vortioxetine,0
Aromasin (exemestane) interacts with rifampin,1
Relafen (nabumetone) interacts with valdecoxib,1
Cholecalciferol (cholecalciferol (vitamin D3)) interacts with magnesium oxide,0
Suboxone (buprenorphine and naloxone (oral/sublingual)) interacts with acetylcarbromal,1
Febuxostat (febuxostat) interacts with peginterferon beta-1a,1
Allegra (fexofenadine) interacts with neratinib,1
Ranolazine (ranolazine) interacts with cabozantinib,1
Sutent (sunitinib) interacts with chloroquine,1
Concerta (methylphenidate (oral)) interacts with hydromorphone (oral),0
Xigduo XR (dapagliflozin and metformin) interacts with topiramate,1
Sumatriptan interacts with cyclosporine ophthalmic,0
"Benlysta (belimumab) interacts with influenza virus vaccine, h1n1, live",1
Synjardy (empagliflozin and metformin) interacts with methylphenidate (oral),0
Semglee (insulin glargine) interacts with gemcitabine,0
Isosorbide dinitrate (isosorbide dinitrate) interacts with tetrofosmin,1
Flexeril (cyclobenzaprine) interacts with tramadol,1
Tecartus (brexucabtagene autoleucel) interacts with sacubitril and valsartan,0
Pegcetacoplan eye injections (pegcetacoplan ophthalmic) interacts with imatinib,0
Semglee (insulin glargine) interacts with grepafloxacin,1
Synjardy (empagliflozin and metformin) interacts with diatrizoate,1
Imbruvica (ibrutinib) interacts with prednisone,0
Ibuprofen (ibuprofen) interacts with atomoxetine,0
Gentamicin (gentamicin) interacts with iopamidol,1
Trokendi XR (topiramate) interacts with ferrous fumarate,0
Betamethasone Topical (betamethasone topical) interacts with bexagliflozin,1
Divalproex sodium (divalproex sodium) interacts with dexamethasone (oral),0
Loperamide (loperamide) interacts with cobicistat,1
Ferrous sulfate (ferrous sulfate) interacts with tazarotene topical,0
Relafen (nabumetone) interacts with edoxaban,1
Zoladex (goserelin (implant)) interacts with mifepristone,1
Lybalvi (olanzapine and samidorphan) interacts with vibegron,0
Isosorbide dinitrate (isosorbide dinitrate) interacts with protriptyline,1
Sernivo Spray (betamethasone diproprionate 0.05%) interacts with entecavir,0
Enhertu (fam-trastuzumab deruxtecan) interacts with bcg vaccine,1
Wilate (von Wille) interacts with tolvaptan,0
Kyzatrex (testosterone oral) interacts with irbesartan,0
Nifedipine (nifedipine) interacts with rifabutin,1
Cefixime (cefixime) interacts with glucosamine,0
Zoryve (roflumilast topical) interacts with mesalamine (oral),0
Telotristat ethyl interacts with voclosporin,1
Baqsimi (glucagon) interacts with tirzepatide,1
Diphenhydramine (diphenhydramine) interacts with zinc sulfate,0
"Alprolix (Coagulation Factor IX (Recombinant), Fc Fusion Protein) interacts with rifaximin",0
Jadenu (deferasirox) interacts with temsirolimus,1
Jaypirca (pirtobrutinib) interacts with pravastatin,0
Dextroamphetamine (dextroamphetamine) interacts with quinine,0
Baqsimi (glucagon) interacts with acetaminophen and tramadol,0
Yervoy (ipilimumab) interacts with leflunomide,1
Amitriptyline interacts with tryptophan,1
Lipitor (atorvastatin) interacts with resmetirom,1
Icosapent (icosapent) interacts with ibuprofen,1
Osimertinib (osimertinib) interacts with arsenic trioxide,1
Lansoprazole (lansoprazole) interacts with selpercatinib,1
Pradaxa (dabigatran) interacts with glycopyrrolate (oral/injection),0
Zileuton (zileuton) interacts with rifaximin,0
Zoloft (sertraline) interacts with lanadelumab-flyo,0
Sabril (vigabatrin) interacts with budesonide,1
Ajovy (fremanezumab-vfrm) interacts with levodopa inhalation capsules,0
Zilbrysq (zilucoplan) interacts with bupropion,0
Alendronate (alendronate) interacts with norethindrone,0
Magnesium citrate (magnesium citrate) interacts with polythiazide,1
Selumetinib (selumetinib) interacts with levoketoconazole,1
Mirtazapine (mirtazapine) interacts with bepridil,1
Euthyrox (levothyroxine) interacts with multivitamin with minerals,1
Sucralfate (sucralfate (oral)) interacts with dapagliflozin,1
Ketoprofen (ketoprofen) interacts with sulindac,1
Rapamune (sirolimus) interacts with cladribine,1
Sevelamer (sevelamer) interacts with rimegepant,0
Pegcetacoplan eye injections (pegcetacoplan ophthalmic) interacts with hydrochlorothiazide,0
Oxazepam (oxazepam) interacts with levomethadyl acetate,1
Bactrim (sulfamethoxazole and trimethoprim) interacts with nortriptyline,0
Ublituximab (ublituximab) interacts with carboplatin,1
Ultiva (remifentanil) interacts with ipilimumab,0
Probuphine Implant (buprenorphine (implant)) interacts with carbamazepine (oral),0
Lanadelumab (Lanadelumab) interacts with ivabradine,0
Duopa (carbidopa and levodopa enteral) interacts with methotrimeprazine,1
Tramadol (tramadol) interacts with selpercatinib,1
Lokelma (sodium zirconium cyclosilicate) interacts with tacrolimus,1
Lurasidone (lurasidone) interacts with tucatinib,1
Pepcid (famotidine) interacts with diazepam (oral),0
Oxycodone interacts with ibuprofen,0
Olux (clobetasol topical) interacts with bexagliflozin,1
Nourianz (istradefylline) interacts with apixaban,0
8-Mop (methoxsalen (oral)) interacts with trioxsalen,1
Synthroid (levothyroxine) interacts with amiodarone,1
Spesolimab (spesolimab-sbzo) interacts with etrasimod,1
Valsartan (valsartan) interacts with carbidopa and levodopa,0
Xopenex (levalbuterol inhalation) interacts with rucaparib,1
Firmagon (degarelix) interacts with bupropion,0
Rizatriptan (rizatriptan) interacts with ticagrelor,0
Ojjaara (momelotinib) interacts with betamethasone topical,0
Xarelto (rivaroxaban) interacts with naproxen,1
Sandostatin (octreotide injection) interacts with dulaglutide,1
Auvelity (bupropion and dextromethorphan) interacts with bupropion,0
Loratadine (loratadine) interacts with letermovir,1
Xyzal (levocetirizine) interacts with procyclidine,1
Valsartan (valsartan) interacts with potassium bicarbonate,1
Metformin (metformin) interacts with budesonide (oral),0
Sildenafil (sildenafil (oral)) interacts with rabeprazole,0
Auvelity (bupropion and dextromethorphan) interacts with ondansetron,1
Nexplanon (etonogestrel (implant)) interacts with oxcarbazepine,1
Urocit-K (potassium citrate) interacts with spironolactone,1
Ranolazine (ranolazine) interacts with darunavir,1
Basaglar (insulin glargine) interacts with methadone,1
Soliqua 100/33 (insulin glargine and lixisenatide) interacts with methohexital,1
Dayvigo (lemborexant) interacts with modafinil,0
Sotalol (sotalol) interacts with dasatinib,1
Captopril (captopril) interacts with escitalopram,0
Boniva (ibandronate (oral/injection)) interacts with dasiglucagon,0
Reclast (zoledronic acid) interacts with respiratory syncytial virus immune globulin,1
Celexa (citalopram) interacts with selexipag (oral/injection),0
Dilantin (phenytoin (oral)) interacts with haloperidol (oral),0
Carvedilol (carvedilol) interacts with ublituximab,0
Slynd (drospirenone) interacts with ferrous sulfate,0
Wellbutrin (bupropion) interacts with furazolidone,1
Dupixent (dupilumab) interacts with etrasimod,1
Rituxan Hycela (hyaluronidase and rituximab) interacts with measles virus vaccine,1
Zykadia (ceritinib) interacts with evinacumab-(E vin AK ue mab),0
Folic acid (folic acid) interacts with ropinirole (oral),0
Injectafer (ferric carboxymaltose injection) interacts with multivitamin with iron,1
Celecoxib (celecoxib) interacts with glyburide,0
Mayzent (siponimod) interacts with zonisamide,0
"Glipizide (glipizide) interacts with abacavir, dolutegravir, and lamivudine",0
Griseofulvin (griseofulvin) interacts with daridorexant,1
Nadolol (nadolol) interacts with fexinidazole,1
neffy (epinephrine nasal spray) interacts with isoflurane,1
Imbruvica (ibrutinib) interacts with oxcarbazepine,0
Trastuzumab deruxtecan (fam-trastuzumab deruxtecan) interacts with nivolumab,0
Xyosted Injection (testosterone injection) interacts with albuterol inhalation,0
Orladeyo (berotralstat) interacts with celecoxib,0
Orlistat (orlistat) interacts with buprenorphine injection,0
8-Mop (methoxsalen (oral)) interacts with acetazolamide,1
Naprosyn (naproxen) interacts with ketoprofen,1
Ferrous fumarate (ferrous fumarate) interacts with liothyronine,1
Pepcid (famotidine) interacts with doxorubicin liposomal,1
Requip (ropinirole (oral)) interacts with pimozide,1
Orlistat (orlistat) interacts with benralizumab,0
Tizanidine (tizanidine) interacts with norethindrone,1
Effexor (venlafaxine) interacts with senna,0
Pentasa (mesalamine (oral)) interacts with infliximab,0
QNASL (beclomethasone nasal) interacts with quazepam,0
Fluoxetine (fluoxetine) interacts with mavorixafor,1
Velcade (bortezomib) interacts with fosphenytoin,1
Bactrim (sulfamethoxazole and trimethoprim) interacts with natalizumab,0
Tecentriq (atezolizumab) interacts with metronidazole (oral/injection),0
Vyndamax (tafamidis) interacts with cholestyramine,0
Isosorbide Mononitrate (isosorbide mononitrate) interacts with clotrimazole,0
Koselugo (selumetinib) interacts with lonafarnib,1
Haldol (haloperidol (oral)) interacts with nalbuphine,1
Methadone (methadone (oral/injection)) interacts with valacyclovir,0
Azithromycin (azithromycin) interacts with anagrelide,1
Dicyclomine (dicyclomine (oral/injection)) interacts with sotalol,0
Lutathera (lutetium Lu 177 dotatate) interacts with cidofovir,1
Ngenla (somatrogon-ghla) interacts with anifrolumab-fnia,0
Ofev (nintedanib) interacts with ritonavir,1
Unisom Sleep Gels (diphenhydramine) interacts with butorphanol,1
Sotalol (sotalol) interacts with terbutaline,1
"Breztri (budesonide, glycopyrrolate, and formoterol fumarate) interacts with dorzolamide ophthalmic",0
Sovaldi (sofosbuvir) interacts with insulin lispro,1
Qinlock (ripretinib) interacts with atazanavir,1
Wellbutrin XL (bupropion) interacts with aripiprazole,1
Imipramine (imipramine) interacts with halobetasol topical,0
Empaveli (pegcetacoplan) interacts with upadacitinib,1
Tirzepatide interacts with halothane,1
Erleada (apalutamide) interacts with ceritinib,1
Ublituximab (ublituximab) interacts with interferon gamma-1b,1
Kenalog (triamcinolone topical) interacts with trimethoprim,0
Roflumilast Topical interacts with atorvastatin,0
Azithromycin (azithromycin) interacts with citalopram,1
Pristiq (desvenlafaxine) interacts with sodium oxybate,1
Lantus (insulin glargine) interacts with venlafaxine,0
Glucosamine (glucosamine) interacts with nan,0
Zinc (zinc sulfate) interacts with gemifloxacin,1
Koselugo (selumetinib) interacts with troleandomycin,1
Ziprasidone (ziprasidone (oral/injection)) interacts with satralizumab-mwge,0
Veozah (fezolinetant) interacts with denosumab-bbdz,0
Tranexamic acid (tranexamic acid (Cyklokapron)) interacts with dicumarol,1
Vanos (fluocinonide topical) interacts with insulin lispro,1
Sunlenca (lenacapavir) interacts with dexlansoprazole,0
"Dupixent (dupilumab) interacts with chikungunya vaccine, live (cvx 317)",1
Toradol (ketorolac (oral/injection)) interacts with nitroglycerin (sublingual),0
Stelara (ustekinumab) interacts with measles virus vaccine,1
Liothyronine (liothyronine) interacts with amobarbital,1
Rosuvastatin (rosuvastatin) interacts with fam-trastuzumab deruxtecan,0
Hizentra (immune globulin (subcutaneous)) interacts with varicella virus vaccine,1
Vancomycin (vancomycin (oral)) interacts with pazopanib,0
Zebeta (bisoprolol) interacts with ceftriaxone (injection),0
Hydroxyurea (hydroxyurea) interacts with ritlecitinib,1
Cyclobenzaprine (cyclobenzaprine) interacts with gepirone,1
Lupron Depot (leuprolide acetate for depot suspension) interacts with etodolac,0
Betaseron (interferon beta-1b) interacts with duloxetine,0
Insulin Detemir (insulin detemir) interacts with bexagliflozin,1
Empaveli (pegcetacoplan) interacts with voclosporin,1
12 Hour Nasal (oxymetazoline nasal) interacts with clobetasol topical,0
YF-Vax (yellow fever vaccine) interacts with bendamustine,1
Voranigo (vorasidenib) interacts with nabumetone,0
Escitalopram (escitalopram) interacts with trifluoperazine,1
Xenical (orlistat) interacts with zilucoplan,0
Rybrevant (amivantamab-vmjw) interacts with temazepam,0
Pristiq (desvenlafaxine) interacts with amoxicillin,0
Propranolol (propranolol) interacts with indacaterol,1
Tibsovo (ivosidenib) interacts with citalopram,1
Mylotarg (gemtuzumab ozogamicin) interacts with leflunomide,1
Lyumjev (insulin lispro) interacts with dichlorphenamide,1
Aimovig (erenumab) interacts with midodrine,0
Vyvanse (lisdexamfetamine) interacts with levothyroxine,0
Ferrous sulfate (ferrous sulfate) interacts with sulfasalazine,0
Juvisync (simvastatin and sitagliptin) interacts with colchicine,1
Spironolactone (spironolactone) interacts with enalapril,1
Descovy (emtricitabine and tenofovir alafenamide) interacts with temsirolimus,1
Welireg (belzutifan) interacts with trastuzumab,0
Vyvanse (lisdexamfetamine) interacts with ivosidenib,1
Cabenuva (cabotegravir and rilpivirine) interacts with bicalutamide,0
Haldol (haloperidol (oral)) interacts with amantadine,0
Temazepam (temazepam) interacts with nan,0
Loperamide (loperamide) interacts with nan,0
Ondansetron (ondansetron (oral)) interacts with vitamin E,0
Dorzolamide ophthalmic (dorzolamide ophthalmic) interacts with fam-trastuzumab deruxtecan,0
Jantoven (warfarin (oral)) interacts with sulfamethizole,1
Lansoprazole (lansoprazole) interacts with belzutifan,1
Trokendi XR (topiramate) interacts with blinatumomab,0
Xenical (orlistat) interacts with thioguanine,1
Naltrexone (Naltrexone) interacts with suvorexant,0
Ticagrelor (ticagrelor) interacts with streptokinase,1
Benadryl (diphenhydramine) interacts with pergolide,1
Impoyz cream (clobetasol propionate 0.025%) interacts with granisetron (oral),0
"Rifampin (rifampin (oral/injection)) interacts with telmisartan, amlodipine, and indapamide",0
Apriso (mesalamine (oral)) interacts with loperamide,0
Perindopril (perindopril) interacts with potassium citrate,1
"Urogesic-Blue (hyoscyamine, methenamine, methylene blue, and sodium biphosphate) interacts with urea",1
Nadolol (nadolol) interacts with idecabtagene vicleucel,0
Ojjaara (momelotinib) interacts with rubella virus vaccine,1
Actos (pioglitazone (oral)) interacts with teriflunomide,1
